label,text,Key
engagement,"The following data were obtained from one Female student 16 of Language class 112 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:88.84689281732699, sd:11.709050318744165, max:100.97940193535132, min:60.17039567656779
ACC: mean:40.89106139407272, sd:5.69269792009662, max:51.61760913340223, min:32.132552392699886
EDA: mean:0.4323579046316727, sd:0.102893828300339, max:0.5640895977150274, min:0.2465644132115637
TEMP: mean:30.395479593303637, sd:0.353709741564309, max:30.925809451267373, min:29.73581872367765",112_16
neutral,"The following data were obtained from one Male student 17 of Science class 113 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:83.29107737592116, sd:9.14208157819072, max:97.15423590231192, min:66.45978394987067
ACC: mean:23.84814671529356, sd:11.802073429425723, max:50.326667846614086, min:3.428571562203736
EDA: mean:0.5444213555501086, sd:0.1013449615858396, max:0.7217906686256934, min:0.3738498186833439
TEMP: mean:30.201038525664035, sd:0.2386210965055214, max:30.611683674033973, min:29.876157824127635",113_17
disengagement,"The following data were obtained from one Male student 17 of Science class 117 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:71.58528704501698, sd:11.305419074635823, max:93.0732190763224, min:60.0
ACC: mean:14.820844050968317, sd:21.986126719277184, max:56.82988597405927, min:-10.317832912110728
EDA: mean:0.7524336004091283, sd:0.1265294418846397, max:0.9959935022742992, min:0.5318157892132913
TEMP: mean:30.057950729132507, sd:0.3193999583398285, max:30.395242601927745, min:29.5",117_17
disengagement,"The following data were obtained from one Male student 17 of Politics class 148 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:70.77941200087018, sd:8.821248350038319, max:83.92803346042616, min:60.0
ACC: mean:12.766355106306838, sd:13.360436987864588, max:24.64050965234844, min:-20.396145918925995
EDA: mean:0.708794412877541, sd:0.1485671003800488, max:0.9720274615322796, min:0.4845734645471292
TEMP: mean:30.16183101271077, sd:0.3835348909186495, max:31.0, min:29.720261204381835",148_17
engagement,"The following data were obtained from one Male student 17 of English class 118 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:88.38920117371582, sd:10.99884531468071, max:101.22617841260772, min:67.81765888568803
ACC: mean:32.5897175312655, sd:12.146763090525026, max:51.46673001401146, min:12.2170714985947
EDA: mean:0.4760343571264003, sd:0.0978127998497234, max:0.6483373599422575, min:0.331414767076113
TEMP: mean:30.29940233245379, sd:0.3006369036505917, max:30.82943250075214, min:29.91821980116606",118_17
neutral,"The following data were obtained from one Male student 17 of Health class 118 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:82.24255532656039, sd:8.825993253684429, max:93.75766252985484, min:66.20984477339864
ACC: mean:29.18278739849588, sd:13.460167986444509, max:50.38106631027554, min:7.603993204527466
EDA: mean:0.4917948113340439, sd:0.1090551816638745, max:0.6477442551634389, min:0.321684851628227
TEMP: mean:30.15686878629905, sd:0.3447882601684473, max:30.662866431661733, min:29.50854284822111",118_17
engagement,"The following data were obtained from one Male student 17 of Language class 111 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:85.52425668463425, sd:11.552733479014098, max:107.26345405721132, min:70.5794605822817
ACC: mean:34.114839635540456, sd:6.592087448635383, max:44.495813316461735, min:21.889972321148324
EDA: mean:0.4972759593914485, sd:0.0811970111658515, max:0.6844053778832626, min:0.3913029013979536
TEMP: mean:30.488454020563115, sd:0.2183235743919083, max:30.81748693476742, min:30.142656447198387",111_17
engagement,"The following data were obtained from one Male student 17 of Politics class 145 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:90.15570384245568, sd:9.5834211021574, max:109.66959267246966, min:77.14858456837668
ACC: mean:38.71238221072851, sd:10.443329876034994, max:55.3790476183525, min:24.588699673442893
EDA: mean:0.524415068573866, sd:0.1054894806266618, max:0.689844928558807, min:0.3507340984548419
TEMP: mean:30.42696499507332, sd:0.152911111974785, max:30.763746839370164, min:30.14095038969947",145_17
engagement,"The following data were obtained from one Male student 17 of English class 117 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:89.90702936403895, sd:7.869572293749013, max:103.5838401188078, min:76.63306881079185
ACC: mean:38.72796691056974, sd:9.088362430784876, max:57.42577178830632, min:29.972782837750835
EDA: mean:0.3815559651304213, sd:0.097881976717649, max:0.5318548716439999, min:0.237135087548148
TEMP: mean:30.422272566376314, sd:0.292424107719246, max:30.969907173475, min:29.886372401271814",117_17
disengagement,"The following data were obtained from one Male student 17 of Language class 135 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:73.38994296795104, sd:6.664431956241651, max:86.59398932138706, min:61.769128935042005
ACC: mean:11.454391629229296, sd:18.854797180490912, max:36.95618614542845, min:-26.471939091829213
EDA: mean:0.7660327869365126, sd:0.0836605145819371, max:0.9134069754231912, min:0.6600525732823602
TEMP: mean:30.126556177702884, sd:0.4361975263575255, max:30.76002598076993, min:29.505542301059915",135_17
disengagement,"The following data were obtained from one Male student 17 of Health class 160 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:75.9836535479873, sd:10.63580686425689, max:95.86661566505823, min:60.38384442492863
ACC: mean:18.08566489927221, sd:22.032222194098555, max:72.73236517486993, min:-12.7321731656928
EDA: mean:0.7828672717806, sd:0.149395436956095, max:1.11613859481848, min:0.5817047820075877
TEMP: mean:29.99456194409725, sd:0.3500240873707021, max:30.571056251112203, min:29.5",160_17
engagement,"The following data were obtained from one Male student 17 of Maths class 155 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:87.69702971525851, sd:8.551808088333212, max:100.21165750004089, min:72.95851469052022
ACC: mean:43.07342669223725, sd:11.60395696667426, max:68.96588896142549, min:24.78790768143871
EDA: mean:0.5154333378178848, sd:0.1226709512867498, max:0.7928910478008213, min:0.3188263307754875
TEMP: mean:30.359366717065512, sd:0.2860762280264916, max:30.683780434953164, min:29.75933024737137",155_17
disengagement,"The following data were obtained from one Male student 17 of English class 155 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:73.2445259528182, sd:8.813030513235264, max:94.26142287642416, min:61.102152616707954
ACC: mean:10.244921858590429, sd:24.716877899510745, max:65.25550044484041, min:-18.270151911127638
EDA: mean:0.7953837348634021, sd:0.0806445803365233, max:0.9235205923370208, min:0.7018880442781731
TEMP: mean:30.0338013689212, sd:0.238969420032262, max:30.56946552434239, min:29.59347377725972",155_17
neutral,"The following data were obtained from one Male student 17 of Maths class 118 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:86.5573269864541, sd:11.82883222662658, max:100.49058667186112, min:61.97281697191663
ACC: mean:27.54265206079625, sd:8.089695126276352, max:44.58019203619416, min:14.619438990482978
EDA: mean:0.5034923025127443, sd:0.1215248983483247, max:0.7293677208723165, min:0.3264563696258517
TEMP: mean:30.277070487060563, sd:0.2856394948338094, max:30.89991066863344, min:29.86754759105457",118_17
engagement,"The following data were obtained from one Male student 17 of Language class 128 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:89.49746813305839, sd:10.397530340063708, max:111.8459780033147, min:79.71596778251748
ACC: mean:39.309405896376965, sd:11.378589766893956, max:53.14247599980887, min:14.41535857792535
EDA: mean:0.3884575216140306, sd:0.0772623969635201, max:0.486245086862561, min:0.2447217566829474
TEMP: mean:30.30450495099459, sd:0.2171561073188042, max:30.54796342512697, min:29.923125270849564",128_17
neutral,"The following data were obtained from one Male student 17 of Language class 103 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:81.01048406267873, sd:6.825324156549485, max:96.5614794750248, min:72.47046600229157
ACC: mean:21.07011042185956, sd:11.68390005950067, max:42.9445499149896, min:-3.5354692069710865
EDA: mean:0.5970922982327106, sd:0.1101626379170371, max:0.7513220909079772, min:0.3604785805515688
TEMP: mean:30.20764019058829, sd:0.1876246227797795, max:30.55215260611001, min:29.894347259187604",103_17
neutral,"The following data were obtained from one Male student 17 of English class 107 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:79.82392212054937, sd:10.068296598933236, max:91.93297304108286, min:60.0
ACC: mean:22.914942816131887, sd:13.892423128007136, max:56.757338160931006, min:6.929078003348135
EDA: mean:0.5246598180654892, sd:0.0855005368023115, max:0.6729728560798014, min:0.4231298245575876
TEMP: mean:30.20118810389467, sd:0.3281934935197114, max:30.55018721521513, min:29.5",107_17
disengagement,"The following data were obtained from one Male student 17 of English class 131 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:71.05359521407556, sd:7.28859847346081, max:81.86533016739375, min:60.0
ACC: mean:27.470833957194525, sd:20.47842424106767, max:75.35834841259899, min:1.5695192411784902
EDA: mean:0.7905634402689643, sd:0.0939751859720047, max:0.94763112285261, min:0.5839225095177359
TEMP: mean:29.98062872803207, sd:0.3406432112396105, max:30.45169020231913, min:29.5",131_17
engagement,"The following data were obtained from one Male student 17 of Science class 140 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:87.9501970712931, sd:7.222770238391462, max:100.8625208645486, min:73.70673529025936
ACC: mean:41.6871791826956, sd:8.664249271337807, max:59.10342652096378, min:31.389781184572875
EDA: mean:0.5030930980071913, sd:0.074094587511823, max:0.6167797933004515, min:0.3377098843923167
TEMP: mean:30.26501807762935, sd:0.2909970958837427, max:30.972578751822173, min:29.86581829555889",140_17
disengagement,"The following data were obtained from one Male student 17 of Health class 109 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:77.15334946970597, sd:10.210000371854193, max:92.51649634410624, min:60.0
ACC: mean:20.10588693579326, sd:17.456784103193925, max:50.06519489881544, min:-6.846352837437333
EDA: mean:0.7818784999561452, sd:0.209719775131082, max:1.065878451654499, min:0.2876156737285144
TEMP: mean:30.03007450164448, sd:0.3061912809486789, max:30.3766221530423, min:29.5",109_17
engagement,"The following data were obtained from one Male student 17 of Language class 160 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:84.77072367549476, sd:9.590088523779132, max:104.7204177304232, min:69.60362127437696
ACC: mean:31.669797699684125, sd:8.024858030360962, max:43.99578627813753, min:17.129307542904836
EDA: mean:0.4353695796636643, sd:0.1029799466129328, max:0.5849546313833743, min:0.2
TEMP: mean:30.35968604803814, sd:0.2415266507849048, max:30.679072112639005, min:29.90744083647954",160_17
disengagement,"The following data were obtained from one Male student 18 of Maths class 135 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:69.23452450706779, sd:12.38853467835223, max:101.82376709440425, min:60.0
ACC: mean:25.34462267858056, sd:17.6217756912895, max:50.70227825992271, min:-6.391549183950112
EDA: mean:0.7999939522205431, sd:0.1501760820568894, max:0.9657293377813122, min:0.4816432268630516
TEMP: mean:29.99856979924641, sd:0.3898936100273112, max:30.687288042939045, min:29.5",135_18
engagement,"The following data were obtained from one Male student 18 of Politics class 138 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:94.97358683021989, sd:7.839649719010264, max:108.54809818638648, min:84.83396557096926
ACC: mean:32.569807071863195, sd:9.72285622897607, max:50.84916784875083, min:17.556695237989253
EDA: mean:0.5120644508473244, sd:0.1188561194554154, max:0.6256377987627992, min:0.2306352073741126
TEMP: mean:30.452741694271246, sd:0.2302003021407224, max:30.917983443107964, min:30.211552317214423",138_18
neutral,"The following data were obtained from one Male student 18 of Politics class 149 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:83.68982839536359, sd:12.128685499546515, max:103.62141547232348, min:68.45885095072158
ACC: mean:32.398149780237304, sd:13.289410715554736, max:48.599604874331305, min:4.269750898345691
EDA: mean:0.5038100437834525, sd:0.1093641233381369, max:0.6882656395682403, min:0.3713293292715308
TEMP: mean:30.087441981724535, sd:0.3000134261915467, max:30.483965408427043, min:29.534003273733088",149_18
neutral,"The following data were obtained from one Male student 18 of Maths class 128 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:82.78226922225602, sd:11.871822016002785, max:98.13539748932892, min:60.0
ACC: mean:33.67143286633924, sd:12.166179822965784, max:60.36861678903343, min:18.149089782470785
EDA: mean:0.5144497218327947, sd:0.1430648739296835, max:0.8164386229605859, min:0.2646916204087478
TEMP: mean:30.1803859072486, sd:0.2412246315233411, max:30.704866516684348, min:29.75385372928707",128_18
neutral,"The following data were obtained from one Male student 18 of Politics class 155 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:76.21660910882372, sd:7.135995832964567, max:86.7609194098656, min:60.0
ACC: mean:24.01044207407464, sd:13.318815095542943, max:54.61164541092043, min:3.010784431313993
EDA: mean:0.5407276479064594, sd:0.1433009238495362, max:0.8269225873282542, min:0.2654937552032275
TEMP: mean:30.19654827706045, sd:0.3138417085421688, max:30.644977665456977, min:29.5",155_18
disengagement,"The following data were obtained from one Male student 18 of Politics class 119 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:72.76723921463224, sd:9.162984536098262, max:95.32300904853076, min:60.0
ACC: mean:21.377760435710364, sd:21.5520108226815, max:61.952194535935874, min:-13.24321086505729
EDA: mean:0.8369669372445993, sd:0.1441235533856439, max:1.057726419612837, min:0.5522585561955087
TEMP: mean:30.219491919975148, sd:0.257603704818066, max:30.67220199790612, min:29.677278812151464",119_18
disengagement,"The following data were obtained from one Male student 18 of Politics class 103 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:70.26391405756763, sd:8.118921374623824, max:89.81320846128274, min:60.13014578408416
ACC: mean:28.64834476096256, sd:13.48618542786207, max:50.07643402862651, min:11.36010414713357
EDA: mean:0.8492595555343241, sd:0.1021191083844238, max:0.981218579224838, min:0.6215872691998633
TEMP: mean:30.047479767251065, sd:0.2758856508497742, max:30.610706347966044, min:29.5",103_18
disengagement,"The following data were obtained from one Male student 18 of Health class 106 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:74.05767581200709, sd:8.538501251444128, max:86.11470848110235, min:60.0
ACC: mean:17.796201463534185, sd:19.73708469709154, max:53.50544591484429, min:-6.198228086949932
EDA: mean:0.6806863846387547, sd:0.130490875698833, max:0.9483822694247492, min:0.4358343709927645
TEMP: mean:30.092819655008448, sd:0.4720361537288119, max:30.806719738448944, min:29.5",106_18
disengagement,"The following data were obtained from one Male student 18 of Language class 113 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:69.13483132940158, sd:8.010105392551113, max:86.4998794313668, min:60.0
ACC: mean:20.926234977239933, sd:24.547622711726746, max:56.66830563523753, min:-19.76737433888163
EDA: mean:0.7907803918550532, sd:0.2492315753378048, max:1.2, min:0.3069264771899063
TEMP: mean:30.239812164176847, sd:0.3666249237835127, max:30.74034690871244, min:29.5997565921151",113_18
engagement,"The following data were obtained from one Male student 18 of Health class 105 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:89.04786326793582, sd:4.637251532834551, max:96.80486460224132, min:81.56849589877345
ACC: mean:37.93473865708559, sd:6.587426789884181, max:47.959549282264064, min:27.89409396841405
EDA: mean:0.4480177999743035, sd:0.0819299376543586, max:0.5815048059524202, min:0.3170594896674918
TEMP: mean:30.23442271519965, sd:0.1857806915227849, max:30.45457232582768, min:29.948535078533634",105_18
engagement,"The following data were obtained from one Male student 18 of Politics class 111 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:87.5196612186212, sd:8.919480425659815, max:107.1928130014446, min:75.5663773932011
ACC: mean:42.26860443348527, sd:12.79836262898578, max:62.80650917512144, min:24.678742347233527
EDA: mean:0.4480487111208927, sd:0.1104770175227978, max:0.6117358697445054, min:0.267183507207286
TEMP: mean:30.344481850339776, sd:0.2380021092924972, max:30.6061596828038, min:29.870875605714037",111_18
neutral,"The following data were obtained from one Male student 18 of English class 110 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:80.58060235951646, sd:12.945328882507866, max:105.80372951997452, min:67.94354167151845
ACC: mean:22.831156074569044, sd:9.142245683029522, max:46.11344767140616, min:14.553742644225656
EDA: mean:0.5151193858686958, sd:0.0902938623607099, max:0.6800258227993444, min:0.4312408854986478
TEMP: mean:30.229762085330584, sd:0.2609924577876728, max:30.878770642500594, min:29.91494736137906",110_18
disengagement,"The following data were obtained from one Male student 18 of Science class 128 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:71.21288393239044, sd:6.541116114289665, max:83.03290114504377, min:60.0
ACC: mean:15.49842102611855, sd:17.123144332472396, max:50.97815293639143, min:-4.8375181368231
EDA: mean:0.7610892132735965, sd:0.219906332086699, max:1.0916533389046397, min:0.4161096873062883
TEMP: mean:30.00113850888335, sd:0.3064655334807197, max:30.66066457705649, min:29.5",128_18
engagement,"The following data were obtained from one Male student 18 of Language class 130 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:88.0137882850251, sd:10.499517791010469, max:101.5929142433651, min:64.0801811044386
ACC: mean:34.29443233309777, sd:13.27467258923668, max:59.43444818543648, min:11.200155140355314
EDA: mean:0.4392464635796706, sd:0.1176613520261776, max:0.6893012294766787, min:0.2568547710903778
TEMP: mean:30.395490775353096, sd:0.2076755618904227, max:30.785039157958767, min:30.15389755632794",130_18
disengagement,"The following data were obtained from one Male student 18 of Language class 114 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:72.85157228206589, sd:14.39347678987806, max:94.81066547524422, min:60.0
ACC: mean:25.64028558595471, sd:16.347158472935984, max:55.55275381454546, min:-0.7699510216155439
EDA: mean:0.7374337759719213, sd:0.1351197422452415, max:0.9888337610473162, min:0.4567370829122775
TEMP: mean:30.12299400179259, sd:0.2462578717279121, max:30.597094879843613, min:29.70445917867087",114_18
neutral,"The following data were obtained from one Male student 18 of Science class 118 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:85.71922781542645, sd:8.890615998724048, max:100.51715901997488, min:75.28116309004585
ACC: mean:24.047208844299284, sd:12.032842834282809, max:47.23790153810153, min:8.409197330997749
EDA: mean:0.6168256538720491, sd:0.104316253786756, max:0.7665292992038111, min:0.4132856608947679
TEMP: mean:30.254594844466148, sd:0.1821817882433454, max:30.49820061185188, min:29.82499230332372",118_18
engagement,"The following data were obtained from one Male student 18 of Science class 104 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:95.0469763799172, sd:9.594588434594591, max:111.42857008287407, min:77.55812821135977
ACC: mean:38.99217488727452, sd:8.407646329570442, max:53.20664172981186, min:20.54030967525018
EDA: mean:0.4649999441896983, sd:0.0587538176589586, max:0.5408222524091729, min:0.3663812885461675
TEMP: mean:30.296310169891346, sd:0.2727917189907158, max:30.67702071253601, min:29.77670549440221",104_18
disengagement,"The following data were obtained from one Male student 18 of Language class 159 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:72.77427094976163, sd:13.064568021912631, max:100.93968230146282, min:60.0
ACC: mean:16.468096364177388, sd:18.831402433310718, max:43.63710145692943, min:-18.273994297782775
EDA: mean:0.6913985333268944, sd:0.1171881149146141, max:0.971318119656344, min:0.5329864340507302
TEMP: mean:30.199252690995348, sd:0.2136762888746239, max:30.585746089621093, min:29.88253389676731",159_18
engagement,"The following data were obtained from one Male student 18 of Science class 137 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:85.48644869304408, sd:8.357336967927724, max:99.96150221526126, min:75.11648580795958
ACC: mean:33.03336586935792, sd:13.895324476981887, max:55.63298800299569, min:9.848763100941504
EDA: mean:0.4482129676801014, sd:0.103977964665322, max:0.5964201272523587, min:0.267448789101529
TEMP: mean:30.381366053688424, sd:0.2098460110170019, max:30.764462537822663, min:30.06720868480576",137_18
disengagement,"The following data were obtained from one Male student 18 of English class 127 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:79.36610193586448, sd:12.030038535519756, max:95.92060200698896, min:62.77479805727168
ACC: mean:13.984683096204952, sd:17.42074959970514, max:44.10612465766312, min:-7.891680937957272
EDA: mean:0.7737100140475649, sd:0.1211656464742548, max:0.9994563389394177, min:0.6227450195365364
TEMP: mean:30.10828308039138, sd:0.2906416359489701, max:30.60777981320806, min:29.70900038357839",127_18
engagement,"The following data were obtained from one Male student 19 of Language class 158 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:84.17642838235847, sd:8.811762034344149, max:99.40013286400786, min:70.58235887616698
ACC: mean:37.67372775593397, sd:8.802127765718268, max:49.38281444889579, min:25.03087386728017
EDA: mean:0.4423545817526871, sd:0.0876039985331672, max:0.6502947084076287, min:0.3597761797285233
TEMP: mean:30.29302011677106, sd:0.27351802894722, max:30.83303661503593, min:29.886974417076768",158_19
engagement,"The following data were obtained from one Male student 19 of English class 104 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:87.0913557741154, sd:8.77403754075134, max:97.87834421307994, min:66.03553738356901
ACC: mean:41.18151277728337, sd:8.226969445327478, max:50.559370400156965, min:28.5524714799111
EDA: mean:0.4504288280249114, sd:0.1110830262575793, max:0.6322463342993792, min:0.2664429523129125
TEMP: mean:30.25894394540668, sd:0.2053561883279158, max:30.53987401914986, min:29.9313053646904",104_19
disengagement,"The following data were obtained from one Male student 19 of Language class 150 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:75.66045789958571, sd:11.074306777409427, max:99.81019477436226, min:60.0
ACC: mean:9.834969186950447, sd:17.093392544762157, max:45.48838291479235, min:-17.13136696218809
EDA: mean:0.7702463940663313, sd:0.1003955300668427, max:0.9259341417947218, min:0.57472636618511
TEMP: mean:30.116655319061664, sd:0.2664631415025575, max:30.56728661604402, min:29.769703098999475",150_19
neutral,"The following data were obtained from one Male student 19 of Politics class 147 in any 10 minutes of 80. The statistics (mean, standard deviation, maximum, and minimum values) of heart rate (HR), acceleration (ACC), electrodermal activity (EDA), and skin temperature (TEMP) per minute are as follows:
HR: mean:75.61637260881102, sd:10.367610997921652, max:90.98206580862347, min:61.89668654744348
ACC: mean:36.45399213469954, sd:8.771293076560276, max:46.80965109270872, min:19.2679755111705
EDA: mean:0.576007525085976, sd:0.094067314757505, max:0.7133244833119369, min:0.3646654109099735
TEMP: mean:30.15012334107787, sd:0.3218389122464717, max:30.694757397000338, min:29.695379814890664",147_19
